id,companyId,companyName,headquarters,ecosystemName,primaryTag,leadInvestors,investors,roundType,date,amount,year,yearQuarter
20,139,cmd,vancouver,british columbia,cybersecurity,gv,"amplify partners, decibel partners, expa, gv",series b,2019-02-26,19903500,2019,2019 Q1
21,186,dozr,waterloo,waterloo region,marketplace,"basecamp equity partners, juan carlos mas","basecamp equity partners, fair ventures, juan carlos mas",series a,2019-02-27,14000000,2019,2019 Q1
22,215,esentire,waterloo region,waterloo region,cybersecurity,warburg pincus,"edison partners, georgian, warburg pincus",unknown,2019-03-04,62364300,2019,2019 Q1
23,579,solv3d,calgary,alberta,geotech,unknown,unknown,unknown,2019-03-04,1350000,2019,2019 Q1
24,1322,sanctuary ai,vancouver,british columbia,ai,unknown,unknown,unknown,2019-03-06,3000000,2019,2019 Q1
25,298,illusense,british columbia,british columbia,ai,unknown,unknown,series c,2019-03-12,250000,2019,2019 Q1
26,717,zayzoon,calgary,alberta,fintech,"derrick hunter, russell wilson","derrick hunter, russell wilson",unknown,2019-03-12,15000000,2019,2019 Q1
27,593,stabilo medical,waterloo,waterloo region,wearables,unknown,unknown,seed,2019-03-13,25000,2019,2019 Q1
28,203,ekona power,burnaby,british columbia,cleantech,unknown,unknown,seed,2019-03-14,0,2019,2019 Q1
29,93,bridgit,waterloo,waterloo region,saas,bdc capital,"bdc capital, bdc capital, innovation grade capital, mars investment accelerator fund, salesforce ventures, sands capital ventures, standup ventures, vanedge capital",series a,2019-03-18,6200000,2019,2019 Q1
30,386,metabolik,british columbia,british columbia,biotech,unknown,unknown,series b,2019-03-19,0,2019,2019 Q1
31,55,avidbots,waterloo,waterloo region,robotics,true ventures,"500 startups, bdc capital, ggv capital, kcpl, next47, real ventures, sosv, true ventures",series b,2019-03-21,31314840,2019,2019 Q1
32,202,eis,british columbia,british columbia,agtech,unknown,unknown,seed,2019-03-22,7165260,2019,2019 Q1
33,121,channel gate technologies,british columbia,british columbia,ecommerce,unknown,unknown,unknown,2019-03-25,5853000,2019,2019 Q1
34,565,sitevue,waterloo,waterloo region,saas,velocity,"creative destruction lab (cdl), dmz, velocity",unknown,2019-03-27,50000,2019,2019 Q1
35,656,tugolo,waterloo,waterloo region,traveltech,unknown,unknown,seed,2019-03-28,50000,2019,2019 Q1
36,15,adhawk microsystems,waterloo,waterloo region,hardware,unknown,unknown,unknown,2019-03-28,35000000,2019,2019 Q1
37,688,vital bio,toronto,toronto,biotech,unknown,unknown,seed,2019-04-02,0,2019,2019 Q2
38,8,acorn,toronto,toronto,biotech,unknown,"real ventures, globalive technology, pool global partners, epic capital management",seed,2019-01-21,3300000,2019,2019 Q1
39,262,genxys health care systems,vancouver,british columbia,biotech,unknown,unknown,seed,2019-04-02,1770000,2019,2019 Q2
40,268,grow,british columbia,british columbia,fintech,unknown,unknown,series a,2019-04-08,100000,2019,2019 Q2
41,275,hausway,british columbia,british columbia,propertytech,unknown,unknown,unknown,2019-04-10,250000,2019,2019 Q2
42,261,general fusion,british columbia,british columbia,cleantech,unknown,unknown,unknown,2019-04-15,2270000,2019,2019 Q2
43,120,chalk,waterloo,waterloo region,edtech,unknown,unknown,seed,2019-04-17,1200000,2019,2019 Q2
44,164,cto.ai,vancouver,british columbia,saas,unknown,unknown,seed,2019-04-22,5971050,2019,2019 Q2
45,692,voda safe,british columbia,british columbia,hardware,unknown,unknown,series b,2019-04-23,200000,2019,2019 Q2
46,355,lightintegra technology,british columbia,british columbia,biotech,unknown,unknown,series a,2019-04-24,7032570,2019,2019 Q2
47,584,spare,vancouver,british columbia,saas,mitsubishi,mitsubishi,seed,2019-04-30,6000000,2019,2019 Q2
48,76,biolux research,british columbia,british columbia,healthtech,unknown,unknown,series a,2019-04-30,18576600,2019,2019 Q2
49,337,kobalt security,british columbia,british columbia,saas,unknown,unknown,seed,2019-05-01,1000000,2019,2019 Q2
50,417,nicoya lifesciences,waterloo,waterloo region,biotech,unknown,unknown,unknown,2019-05-03,7710000,2019,2019 Q2
51,587,spocket,british columbia,british columbia,ecommerce,unknown,unknown,series b,2019-05-07,1200000,2019,2019 Q2
52,68,beanworks,british columbia,british columbia,fintech,unknown,unknown,unknown,2019-05-08,2678000,2019,2019 Q2
53,417,nicoya lifesciences,waterloo,waterloo region,biotech,unknown,unknown,unknown,2019-05-14,3410133,2019,2019 Q2
54,472,pdftron,british columbia,british columbia,saas,silversmith capital partners,silversmith capital partners,unknown,2019-05-16,95000000,2019,2019 Q2
55,490,pocketpills,surrey,british columbia,healthtech,waterbridge ventures,waterbridge ventures,seed,2019-05-17,2000000,2019,2019 Q2
58,93,bridgit,waterloo,waterloo region,saas,feddev,feddev,unknown,2019-05-22,750000,2019,2019 Q2
59,421,north,waterloo,waterloo region,wearables,unknown,unknown,unknown,2019-05-22,53076000,2019,2019 Q2
60,38,applyboard,waterloo,waterloo region,saas,unknown,"anthos capital, artiman ventures, golden ventures, think + ventures",series b,2019-05-27,55000000,2019,2019 Q2
61,569,skritswap,waterloo region,waterloo region,iot,unknown,unknown,unknown,2019-05-30,250000,2019,2019 Q2
62,133,clearpath robotics,waterloo,waterloo region,robotics,unknown,unknown,unknown,2019-05-31,1500000,2019,2019 Q2
63,136,clir renewables,vancouver,british columbia,saas,unknown,unknown,seed,2019-06-04,1900000,2019,2019 Q2
64,171,damon,vancouver,british columbia,autotech,unknown,unknown,seed,2019-06-04,3317250,2019,2019 Q2
65,677,verda,waterloo,waterloo region,ecommerce,unknown,accelerator centre,seed,2019-06-10,30000,2019,2019 Q2
66,348,lean payments,waterloo,waterloo region,fintech,accelerator centre,accelerator centre,seed,2019-06-10,39807,2019,2019 Q2
67,174,decisive farming,calgary,alberta,agtech,unknown,unknown,series b,2019-06-10,2750000,2019,2019 Q2
68,669,userful,calgary,alberta,retailtech,accelerate fund,unknown,seed,2019-06-11,3000000,2019,2019 Q2
69,648,traction on demand,british columbia,british columbia,saas,unknown,unknown,series a,2019-06-13,17000000,2019,2019 Q2
70,647,traction guest,burnaby,british columbia,saas,bessemer venture partners,"bessemer venture partners, salesforce ventures",series a,2019-06-13,17249700,2019,2019 Q2
71,341,labscubed,waterloo,waterloo region,hardware,unknown,unknown,seed,2019-06-17,200000,2019,2019 Q2
72,192,echart healthcare,british columbia,british columbia,healthtech,unknown,unknown,seed,2019-06-17,800000,2019,2019 Q2
73,534,rotoliptic technologies,british columbia,british columbia,cleantech,unknown,unknown,unknown,2019-06-17,2800000,2019,2019 Q2
75,515,recover energy services,calgary,alberta,greentech,bdc capital,bdc capital,unknown,2019-06-19,0,2019,2019 Q2
76,497,procurify,vancouver,british columbia,fintech,information venture partners,"harbourvest partners, information venture partners, kensington capital partners limited, manulife financial, runa capital",series b,2019-06-20,26538000,2019,2019 Q2
77,609,svante,british columbia,british columbia,cleantech,unknown,unknown,series c,2019-06-25,13269000,2019,2019 Q2
78,156,copilot,british columbia,british columbia,fintech,unknown,unknown,unknown,2019-06-25,1326900,2019,2019 Q2
79,593,stabilo medical,waterloo,waterloo region,fitnesstech,ontario brain institute,ontario brain institute,pre-seed,2019-06-28,50000,2019,2019 Q2
80,595,stacktronic,waterloo region,waterloo region,cleantech,unknown,unknown,pre-seed,2019-07-08,5000,2019,2019 Q3
81,124,chata,calgary,alberta,analytics,unknown,unknown,seed,2019-07-10,4500000,2019,2019 Q3
82,349,leankor,calgary,alberta,saas,unknown,unknown,seed,2019-07-15,4000000,2019,2019 Q3
83,527,rival technologies,british columbia,british columbia,martech,unknown,the 51 ventures,series a,2019-07-16,8500000,2019,2019 Q3
84,697,watfly,waterloo region,waterloo region,logisticstech,velocity,velocity,pre-seed,2019-07-18,5000,2019,2019 Q3
86,254,freshgrade,kelowna,british columbia,edtech,unknown,unknown,unknown,2019-07-19,2000000,2019,2019 Q3
87,276,headversity,calgary,alberta,edtech,unknown,unknown,seed,2019-07-22,1000000,2019,2019 Q3
88,235,fispan,british columbia,british columbia,fintech,unknown,unknown,unknown,2019-07-24,11278650,2019,2019 Q3
90,713,yourika,waterloo,waterloo region,edtech,unknown,unknown,seed,2019-07-26,20000,2019,2019 Q3
91,69,beatdapp,vancouver,british columbia,saas,unknown,unknown,unknown,2019-07-26,0,2019,2019 Q3
92,201,eideticom,calgary,alberta,saas,unknown,unknown,seed,2019-07-29,0,2019,2019 Q3
93,52,attabotics,calgary,alberta,robotics,"coatue, comcast ventures, honeywell","coatue, comcast ventures, forerunner ventures, honeywell, werklund capital",series b,2019-07-30,33172500,2019,2019 Q3
95,298,illusense,british columbia,british columbia,ai,unknown,unknown,series d,2019-08-01,250000,2019,2019 Q3
96,516,reebee,waterloo,waterloo region,adtech,unknown,unknown,seed,2019-08-08,0,2019,2019 Q3
97,516,reebee,waterloo,waterloo region,adtech,unknown,unknown,unknown,2019-08-09,120000,2019,2019 Q3
98,74,binary stream,burnaby,british columbia,saas,unknown,unknown,unknown,2019-08-09,1143000,2019,2019 Q3
99,275,hausway,british columbia,british columbia,propertytech,unknown,unknown,pre-seed,2019-08-10,150000,2019,2019 Q3
102,40,appnovation,british columbia,british columbia,analytics,"business growth fund, canadian business growth fund","business growth fund, canadian business growth fund",unknown,2019-08-13,15000000,2019,2019 Q3
103,395,mobify,british columbia,british columbia,ecommerce,unknown,unknown,unknown,2019-08-14,2000000,2019,2019 Q3
104,721,zerokey,calgary,alberta,iot,unknown,unknown,seed,2019-08-15,684451,2019,2019 Q3
105,535,routethis,waterloo,waterloo region,networks,round13 capital,round13 capital,unknown,2019-08-16,3500000,2019,2019 Q3
106,683,vida therapeutics,british columbia,british columbia,biotech,unknown,unknown,unknown,2019-08-16,26550000,2019,2019 Q3
107,540,sanntek,waterloo region,waterloo region,nanotech,unknown,unknown,seed,2019-08-19,199035,2019,2019 Q3
108,493,praemo,waterloo,waterloo region,ai,mcrock capital,mcrock capital,series a,2019-08-22,3500000,2019,2019 Q3
110,271,h2nano,waterloo,waterloo region,cleantech,sustainable development technology canada,sustainable development technology canada,unknown,2019-08-23,1700000,2019,2019 Q3
111,309,interface fluidics,calgary,alberta,analytics,"equinor ventures, techstars","equinor ventures, techstars",series a,2019-08-27,7961400,2019,2019 Q3
112,213,epact network,british columbia,british columbia,saas,unknown,unknown,series a,2019-08-30,4500000,2019,2019 Q3
113,713,yourika,waterloo,waterloo region,edtech,"amazon alexa fund, techstars","alexa accelerator, powered by techstars, amazon alexa fund, drew green, globalive capital, golden triangle angel network, jason maguire, northspring capital partners, rob henderson, steven albiani, techstars, two small fish ventures",seed,2019-08-31,1592280,2019,2019 Q3
114,628,themis solutions,british columbia,british columbia,fintech,unknown,unknown,series d,2019-09-04,331725000,2019,2019 Q3
115,623,terramera,british columbia,british columbia,agtech,ospraie ag sciences,"ospraie ag sciences, s2g ventures",series c,2019-09-05,59710500,2019,2019 Q3
116,705,wize,british columbia,british columbia,edtech,unknown,unknown,unknown,2019-09-06,0,2019,2019 Q3
117,149,communo,calgary,alberta,adtech,unknown,unknown,pre-seed,2019-09-09,1406514,2019,2019 Q3
118,69,beatdapp,vancouver,british columbia,saas,unknown,new ventures bc,seed,2019-09-13,3200000,2019,2019 Q3
119,145,cold bore technology,calgary,alberta,analytics,rice investment group,rice investment group,unknown,2019-09-13,0,2019,2019 Q3
120,172,dapper labs,vancouver,british columbia,blockchain,a16z crypto,"a16z crypto, digital currency group, warner music group",unknown,2019-09-16,14595900,2019,2019 Q3
121,487,plum.io,waterloo,waterloo region,hrtech,real ventures,"real ventures, sap.io, bdc capital, impact engine",seed,2019-09-17,5572980,2019,2019 Q3
122,655,trulioo,vancouver,british columbia,fintech,gs growth,"american express ventures, bdc capital, blumberg capital, citi ventures, gs growth, mouro capital",series c,2019-09-17,70000000,2019,2019 Q3
123,372,maple precision,waterloo,waterloo region,hardware,velocity,velocity,unknown,2019-09-19,50000,2019,2019 Q3
124,697,watfly,waterloo region,waterloo region,logisticstech,velocity,velocity,unknown,2019-09-19,50000,2019,2019 Q3
125,233,finger food,british columbia,british columbia,ar,unknown,unknown,seed,2019-09-19,3500000,2019,2019 Q3
126,595,stacktronic,waterloo region,waterloo region,cleantech,velocity,velocity,unknown,2019-09-20,50000,2019,2019 Q3
127,671,veerum,calgary,alberta,saas,evok innovations,evok innovations,series b,2019-09-20,3317250,2019,2019 Q3
128,191,eavor,calgary,alberta,cleantech,unknown,unknown,series a,2019-09-25,15000000,2019,2019 Q3
129,266,grobo,waterloo,waterloo region,foodtech,unknown,"hax, sosv",seed,2019-09-30,0,2019,2019 Q3
130,10,acuva,british columbia,british columbia,cleantech,unknown,unknown,series b,2019-09-30,1000000,2019,2019 Q3
131,280,fasttask,british columbia,british columbia,marketplace,unknown,unknown,unknown,2019-10-03,3317250,2019,2019 Q4
132,654,trufan,toronto,toronto,martech,unknown,unknown,unknown,2019-10-04,0,2019,2019 Q4
133,459,ostara,british columbia,british columbia,cleantech,unknown,unknown,unknown,2019-10-07,21893850,2019,2019 Q4
134,412,nerv technology,waterloo,waterloo region,healthtech,sunhope capital,"creative destruction lab (cdl), sunhope capital",pre-seed,2019-10-16,1000000,2019,2019 Q4
135,456,osperity,calgary,alberta,saas,unknown,unknown,seed,2019-10-16,4000000,2019,2019 Q4
136,165,cuboh,victoria,british columbia,saas,y combinator,y combinator,seed,2019-08-25,150000,2019,2019 Q3
137,73,benevity,calgary,alberta,saas,unknown,"general atlantic, jmi equity",series c,2019-10-22,40000000,2019,2019 Q4
138,390,mikata health,calgary,alberta,healthtech,unknown,unknown,seed,2019-10-28,700000,2019,2019 Q4
139,341,labscubed,waterloo,waterloo region,hardware,unknown,unknown,seed,2019-10-31,1500000,2019,2019 Q4
140,494,precision nanosystems,british columbia,british columbia,biotech,unknown,unknown,unknown,2019-10-31,7944599,2019,2019 Q4
141,673,vena medical,waterloo,waterloo region,biotech,unknown,unknown,unknown,2019-11-04,5971050,2019,2019 Q4
142,164,cto.ai,vancouver,british columbia,saas,"slack fund, tiger global management","jonathan bixby, pallasite ventures, panache ventures, slack fund, tiger global management, yaletown partners",seed,2019-11-04,9951750,2019,2019 Q4
143,619,tasktop,vancouver,british columbia,fintech,unknown,unknown,unknown,2021-04-08,126000000,2021,2021 Q2
144,303,ingu solutions,calgary,alberta,analytics,unknown,unknown,series a,2019-11-04,0,2019,2019 Q4
145,503,provision analytics,calgary,alberta,analytics,unknown,unknown,seed,2019-11-06,1960000,2019,2019 Q4
146,660,two hat security,kelowna,british columbia,analytics,tam holdings,"makers fund, tam holdings, taubman capital",unknown,2019-11-12,9951750,2019,2019 Q4
147,173,darwin ai,waterloo,waterloo region,ai,unknown,unknown,pre-seed,2019-11-13,174421,2019,2019 Q4
148,123,charli ai,vancouver,british columbia,ai,"bdc capital, yaletown partners","bdc capital, nick candito, yaletown partners",seed,2019-11-14,1600000,2019,2019 Q4
149,699,wedge networks,calgary,alberta,analytics,unknown,unknown,seed,2019-11-18,5214717,2019,2019 Q4
153,115,casca,british columbia,british columbia,3dtech,"khosla ventures, tobias lütke","conconi growth partners, khosla ventures, tobias lütke",unknown,2019-11-25,4660000,2019,2019 Q4
155,556,tryshift,victoria,british columbia,saas,panache ventures,"creative destruction lab (cdl), panache ventures",seed,2019-12-04,1000000,2019,2019 Q4
156,633,thoughtexchange,rossland,british columbia,saas,information venture partners,"espresso capital, information venture partners, voyager capital, yaletown partners",series b,2019-12-05,20000000,2019,2019 Q4
157,718,zebu infrastructure online,waterloo,waterloo region,transportation,unknown,unknown,seed,2019-12-06,5307600,2019,2019 Q4
158,524,riipen,vancouver,british columbia,edtech,unknown,"asu scaleu, atrium capital, edulab capital partners, entangled group, reach capital, sei ventures, strada education network, wutif",seed,2019-12-11,5000000,2019,2019 Q4
159,572,skywatch,waterloo,waterloo region,data,unknown,unknown,series a,2019-12-13,10000000,2019,2019 Q4
160,456,osperity,calgary,alberta,analytics,unknown,unknown,series b,2019-12-15,3980700,2019,2019 Q4
161,30,ambyint,calgary,alberta,cleantech,unknown,unknown,series b,2019-12-15,14595900,2019,2019 Q4
162,261,general fusion,british columbia,british columbia,cleantech,temasek holdings,"bezos expeditions, braemar energy ventures, bdc capital, chrysalix venture capital, disruptive technology advisers, dlf, entrepreneurs fund, gimv, i2bf global ventures, khazanah nasional, set ventures, temasek holdings",series e,2019-12-16,86248500,2019,2019 Q4
163,684,vidyard,waterloo,waterloo region,saas,unknown,unknown,unknown,2019-12-20,15000000,2019,2019 Q4
164,726,mimosa diagnotics,toronto,toronto,healthtech,unknown,unknown,seed,2020-01-01,0,2020,2020 Q1
165,65,battlesnake,victoria,british columbia,platform,unknown,good news ventures,pre-seed,2020-01-01,0,2020,2020 Q1
166,23,alayacare,montreal,quebec,healthtech,unknown,unknown,series e,2020-01-03,62785300,2020,2020 Q1
167,23,alayacare,montreal,quebec,healthtech,caisse de depot et placement du quebec,"caisse de depot et placement du quebec, desjardins-innovatech, fonds innovexport, inovia capital, investissement quebec",unknown,2020-01-03,47900000,2020,2020 Q1
169,175,deep genomics,toronto,toronto,biotech,future ventures,"amplitude venture capital, future ventures, khosla ventures, magnetic ventures, njf capital, true ventures",series c,2020-01-07,54200000,2020,2020 Q1
170,49,aspect biosystems,british columbia,british columbia,biotech,radical ventures,"pallasite ventures, pangaea ventures, radical ventures, rhino ventures",series a,2020-01-08,27100000,2020,2020 Q1
172,365,lqt therapeutics,quebec,quebec,biotech,unknown,unknown,seed,2020-01-08,1800000,2020,2020 Q1
173,83,blue lion labs,waterloo region,waterloo region,agtech,accelerator centre,"accelerator centre, next canada, nextai",seed,2020-01-09,30000,2020,2020 Q1
174,187,draft canada,waterloo,waterloo region,martech,accelerator centre,accelerator centre,seed,2020-01-09,40650,2020,2020 Q1
176,645,toursbylocals,vancouver,british columbia,marketplace,tritium partners,tritium partners,series a,2020-01-13,44715000,2020,2020 Q1
177,417,nicoya lifesciences,waterloo,waterloo region,biotech,unknown,unknown,series a,2020-01-14,10000000,2020,2020 Q1
178,243,fluent.ai,montreal,quebec,ai,unknown,unknown,unknown,2020-01-14,2032500,2020,2020 Q1
179,334,knockri,toronto,toronto,analytics,unknown,unknown,seed,2020-01-17,500000,2020,2020 Q1
180,110,canalyst,vancouver,british columbia,fintech,unknown,unknown,series b,2020-01-20,20000000,2020,2020 Q1
181,391,milestone pharmaceuticals,montreal,quebec,biotech,unknown,unknown,unknown,2020-01-20,1440376,2020,2020 Q1
182,185,doorr,toronto,toronto,propertytech,unknown,unknown,seed,2020-01-21,500000,2020,2020 Q1
183,585,spark microsystems,montreal,quebec,hardware,unknown,unknown,unknown,2020-01-21,600000,2020,2020 Q1
184,620,tealbook,toronto,toronto,data,refinery ventures,"bdc capital, grand ventures, refinery ventures, standup ventures, two small fish ventures, workday ventures",seed,2020-01-22,6775000,2020,2020 Q1
185,663,unito,montreal,quebec,saas,bessemer venture partners,"bessemer venture partners, hedgewood, heron rock fund, mistral venture partners, real ventures, tom williams",series a,2020-01-22,14227500,2020,2020 Q1
186,149,communo,calgary,alberta,adtech,unknown,"brett wilson, frank palmer, panache ventures",seed,2020-01-23,3403607,2020,2020 Q1
187,564,simply benefits,british columbia,british columbia,insurtech,unknown,unknown,seed,2020-01-24,1000000,2020,2020 Q1
188,146,commerce.js,british columbia,british columbia,ecommerce,unknown,unknown,seed,2020-01-24,2303500,2020,2020 Q1
189,394,miovision technologies,waterloo,waterloo region,analytics,telus ventures,"ace & company, mcrock capital, sixty degree capital, telus ventures",series c,2020-01-28,120000000,2020,2020 Q1
190,623,terramera,british columbia,british columbia,agtech,"ospraie ag sciences, s2g ventures","arctern ventures, ospraie ag sciences, s2g ventures",series b,2020-01-28,59500000,2020,2020 Q1
191,351,lexop,montreal,quebec,legaltech,anges quebec,"anges quebec, desjardins venture capital",seed,2020-01-28,1800000,2020,2020 Q1
192,155,contxtful,montreal,quebec,saas,unknown,unknown,seed,2020-01-28,2000000,2020,2020 Q1
193,198,edison financial,british columbia,british columbia,fintech,unknown,unknown,seed,2020-01-29,0,2020,2020 Q1
194,207,eleven-x,waterloo region,waterloo region,analytics,unknown,unknown,series a,2020-01-30,2660000,2020,2020 Q1
195,548,semathera,montreal,quebec,healthtech,unknown,unknown,seed,2020-02-03,700000,2020,2020 Q1
196,72,benchsci,toronto,toronto,healthtech,f-prime capital,"f-prime capital, golden ventures, gradient ventures, inovia capital, northleaf capital partners, real ventures",series b,2020-02-04,29810000,2020,2020 Q1
197,644,top hat,toronto,toronto,edtech,"georgian, inovia capital","georgian, inovia capital, emergence, bank of montreal (bmo), leaders fund, union square ventures",series d,2020-02-04,74525000,2020,2020 Q1
198,226,fatigue science,british columbia,british columbia,wearables,unknown,rhino ventures,series a,2020-02-04,0,2020,2020 Q1
199,30,ambyint,calgary,alberta,cleantech,montrose lane (fka cottonwood venture partners),"mercury fund, montrose lane (fka cottonwood venture partners)",unknown,2020-02-04,20325000,2020,2020 Q1
200,230,field trip psychedelics,toronto,toronto,healthtech,unknown,unknown,series a,2020-02-06,11517500,2020,2020 Q1
201,10,acuva,british columbia,british columbia,cleantech,unknown,unknown,series b,2020-02-06,5400000,2020,2020 Q1
202,244,fluid biotech,calgary,alberta,healthtech,unknown,"jacky chen, wharton alumni angels",pre-seed,2020-02-07,1100000,2020,2020 Q1
203,205,elevate farms,toronto,toronto,agtech,brightspark ventures,brightspark ventures,seed,2020-02-10,1800000,2020,2020 Q1
204,398,mojio,vancouver,british columbia,fintech,unknown,unknown,series b,2020-02-10,15800000,2020,2020 Q1
205,685,virtual gurus,calgary,alberta,marketplace,unknown,"raven indigenous capital partners, the 51 ventures",seed,2020-02-10,1250000,2020,2020 Q1
207,248,forge hydrocarbons,toronto,toronto,cleantech,unknown,"shell ventures, valent low-carbon technologies",unknown,2020-02-13,0,2020,2020 Q1
208,234,finn.ai,british columbia,british columbia,fintech,unknown,unknown,unknown,2020-02-13,4963875,2020,2020 Q1
209,329,kisoji biotechnologie,montreal,quebec,biotech,unknown,unknown,unknown,2020-02-13,6500000,2020,2020 Q1
210,676,ventus therapeutics,montreal,quebec,healthtech,unknown,unknown,series a,2020-02-15,84744000,2020,2020 Q1
211,122,chargelab,toronto,toronto,iot,unknown,unknown,pre-seed,2020-03-19,1100000,2020,2020 Q1
212,97,briza,toronto,toronto,insurtech,unknown,unknown,seed,2020-02-19,3000000,2020,2020 Q1
213,68,beanworks,british columbia,british columbia,fintech,unknown,unknown,unknown,2020-02-19,5046606,2020,2020 Q1
214,17,aecopaq,quebec,quebec,greentech,unknown,unknown,seed,2020-02-19,800000,2020,2020 Q1
216,490,pocketpills,surrey,british columbia,healthtech,waterbridge ventures,waterbridge ventures,series a,2020-02-20,9959250,2020,2020 Q1
217,562,simbi,vancouver,british columbia,edtech,unknown,unknown,pre-seed,2020-02-21,75000,2020,2020 Q1
218,242,fluence technologies,toronto,toronto,fintech,unknown,unknown,seed,2020-02-24,500000,2020,2020 Q1
219,294,iars2,montreal,quebec,biotech,unknown,unknown,seed,2020-02-25,1200000,2020,2020 Q1
220,419,nod2,montreal,quebec,biotech,unknown,unknown,seed,2020-02-25,1200000,2020,2020 Q1
221,272,halion displays,waterloo,waterloo region,nanotech,sustainable development technology canada,sustainable development technology canada,seed,2020-02-26,1355000,2020,2020 Q1
222,165,cuboh,victoria,british columbia,saas,unknown,"altair capital, dash40 ventures, good news ventures",seed,2020-02-26,1600000,2020,2020 Q1
223,607,supervisas,toronto,toronto,legaltech,unknown,unknown,pre-seed,2020-02-27,50000,2020,2020 Q1
224,354,life sciences key technologies,waterloo,waterloo region,healthtech,velocity,"utest, velocity",pre-seed,2020-02-27,100000,2020,2020 Q1
225,689,vitruvi,vancouver,british columbia,ecommerce,harbinger ventures,"harbinger ventures, lyra growth partners",series a,2020-02-27,6097500,2020,2020 Q1
226,50,athennian,calgary,alberta,legaltech,unknown,unknown,seed,2020-02-27,2000000,2019,2019 Q4
227,598,stay22,montreal,quebec,ecommerce,unknown,unknown,seed,2020-03-01,0,2020,2020 Q1
228,492,powerside,toronto,toronto,analytics,unknown,unknown,series a,2020-03-02,5200000,2020,2020 Q1
229,1216,semios,vancouver,british columbia,agtech,unknown,unknown,unknown,2020-03-03,25000000,2020,2020 Q1
230,151,concentric agriculture,montreal,quebec,agtech,unknown,unknown,series b,2020-03-03,6500000,2020,2020 Q1
231,262,genxys health care systems,vancouver,british columbia,biotech,unknown,unknown,seed,2020-03-04,750000,2020,2020 Q1
233,221,expeto,british columbia,british columbia,networks,unknown,unknown,series a,2020-03-06,8130000,2020,2020 Q1
235,125,checkfront,victoria,british columbia,traveltech,framework venture partners,"conconi growth partners, framework venture partners, penderfund capital management, rbc capital",series a,2020-03-09,9300000,2020,2020 Q1
236,597,statflo,toronto,toronto,retailtech,unknown,unknown,seed,2020-03-10,250000,2020,2020 Q1
237,422,northone,toronto,toronto,fintech,unknown,unknown,series a,2020-03-10,28455000,2020,2020 Q1
238,304,innerspace,toronto,toronto,analytics,unknown,unknown,unknown,2020-03-10,500000,2020,2020 Q1
239,517,relay platform,toronto,toronto,insurtech,unknown,unknown,seed,2020-03-12,2700000,2020,2020 Q1
240,119,certn,victoria,british columbia,propertytech,tribe capital,"moxxie ventures, tribe capital, weekend fund",seed,2020-03-12,6100000,2020,2020 Q1
241,392,minesense technologies,british columbia,british columbia,martech,unknown,unknown,series d,2020-03-12,32475000,2020,2020 Q1
242,670,validere,calgary,alberta,iot,wing vc,unknown,series a,2020-03-12,20325000,2020,2020 Q1
